nuclide,z,n,element,radius,radius_uncert,abundance,abundance_uncert,is_stable,half_life,half_life_uncert,isospin,decay_1,decay_1_pct,decay_1_pct_uncert,decay_2,decay_2_pct,decay_2_pct_uncert,decay_3,decay_3_pct,decay_3_pct_uncert,magnetic_dipole,magnetic_dipole_uncert,electric_quadrupole,electric_quadrupole_uncert,atomic_mass,atomic_mass_uncert,mass_excess,mass_excess_uncert
^{184}_{83}Bi101,83,101,Bi,,,,,FALSE,0.013,0.002,,A,1,,,,,,,,,,,,184001347,131,1254,122
^{185}_{83}Bi102,83,102,Bi,,,,,FALSE,5.8e-5,4e-6,,P,0.9,0.02,A,0.1,0.02,,,,,,,,184997600,87,-2236,81
^{186}_{83}Bi103,83,103,Bi,,,,,FALSE,0.0148,8e-4,,A,0.955,,EC+B+,0.045,,SF+EC+B+,2e-4,,,,,,185996623.169,18.2,-3145.497,16.954
^{187}_{83}Bi104,83,104,Bi,,,,,FALSE,0.037,0.002,,A,1,,,,,,,,,,,,186993147.272,10.74,-6383.275,10.005
^{188}_{83}Bi105,83,105,Bi,,,,,FALSE,0.06,0.003,,A,1,,,,,,,,,,,,187992276.064,12.001,-7194.8,11.179
^{189}_{83}Bi106,83,106,Bi,,,,,FALSE,0.688,0.005,,A,1,,,,,,,,3.7,0.3,,,188989195.139,22.384,-10064.664,20.851
^{190}_{83}Bi107,83,107,Bi,,,,,FALSE,6.3,0.1,,A,0.9,,EC+B+,0.1,,SF+EC+B+,2.3e-7,,3.85,0.09,,,189988624.828,22.515,-10595.906,20.973
^{191}_{83}Bi108,83,108,Bi,,,,,FALSE,12.4,0.3,,A,0.51,0.1,EC+B+,0.49,0.1,,,,3.66,0.05,,,190985786.972,8.037,-13239.351,7.487
^{192}_{83}Bi109,83,109,Bi,,,,,FALSE,34.6,0.9,,EC+B+,0.88,0.05,A,0.12,0.05,,,,4.16,0.17,,,191985470.077,32.326,-13534.537,30.112
^{193}_{83}Bi110,83,110,Bi,,,,,FALSE,63.6,3,,EC+B+,0.965,0.015,A,0.035,0.015,,,,3.72,0.1,-2.3,0.5,192982947.22,8.132,-15884.563,7.576
^{194}_{83}Bi111,83,111,Bi,,,,,FALSE,95,3,,EC+B+,0.9954000000000001,0.0025,A,0.0046,0.0025,,,,4.17,0.1,,,193982798.581,5.638,-16023.02,5.252
^{195}_{83}Bi112,83,112,Bi,,,,,FALSE,183,4,,EC+B+,0.9997,2e-4,A,3e-4,2e-4,,,,3.85,0.1,-1.7,0.6,194980648.759,5.675,-18025.567,5.287
^{196}_{83}Bi113,83,113,Bi,,,,,FALSE,308,12,,EC+B+,1,,A,1.15e-5,3.4e-6,,,,,,,,195980666.509,26.224,-18009.032,24.428
^{197}_{83}Bi114,83,114,Bi,,,,,FALSE,559.8,30,,EC+B+,1,,A,1e-6,,,,,3.9,0.11,-1.7,1,196978864.927,8.946,-19687.196,8.333
^{198}_{83}Bi115,83,115,Bi,,,,,FALSE,618,18,,EC+B+,1,,,,,,,,2.45,0.07,,,197979201.316,29.598,-19373.851,27.571
^{199}_{83}Bi116,83,116,Bi,,,,,FALSE,1620,60,,EC+B+,1,,,,,,,,4.6,0.4,,,198977672.841,11.395,-20797.616,10.615
^{200}_{83}Bi117,83,117,Bi,,,,,FALSE,2184,30,,EC+B+,1,,,,,,,,,,,,199978131.29,24.37,-20370.574,22.701
^{201}_{83}Bi118,83,118,Bi,,,,,FALSE,6180,180,,EC+B+,1,,,,,,,,4.8,0.3,,,200976995.017,13.072,-21429.006,12.177
^{202}_{83}Bi119,83,119,Bi,5.484,0.0912,,,FALSE,6156,144,,EC+B+,1,,,,,,,,4.24,0.014,-1,0.09,201977723.042,15.032,-20750.854,14.002
^{203}_{83}Bi120,83,120,Bi,5.4911,0.0911,,,FALSE,42336,180,,EC+B+,1,,,,,,,,3.999,0.013,-0.93,0.07,202976892.077,13.717,-21524.893,12.778
^{204}_{83}Bi121,83,121,Bi,5.4934,0.091,,,FALSE,40392,360,,EC+B+,1,,,,,,,,4.302,0.015,-0.68,0.2,203977835.687,9.854,-20645.927,9.18
^{205}_{83}Bi122,83,122,Bi,5.5008,0.0909,,,FALSE,1288224,6048,,EC+B+,1,,,,,,,,4.047,0.007,-0.81,0.03,204977385.182,5.161,-21065.569,4.808
^{206}_{83}Bi123,83,123,Bi,5.5034,0.0909,,,FALSE,539395.2,259.2,,EC+B+,1,,,,,,,,4.341,0.008,-0.54,0.04,205978498.843,8.193,-20028.201,7.632
^{207}_{83}Bi124,83,124,Bi,5.5103,0.0907,,,FALSE,995621014.498378,1262277.03898368,,EC+B+,1,,,,,,,,4.0729,0.002,-0.76,0.02,206978470.551,2.573,-20054.554,2.397
^{208}_{83}Bi125,83,125,Bi,5.5147,0.0907,,,FALSE,11612948758649.9,126227703898.368,,EC+B+,1,,,,,,,,4.572,0.01,-0.7,0.08,207979742.06,2.474,-18870.151,2.305
^{209}_{83}Bi126,83,126,Bi,5.5211,0.0906,1,,FALSE,634294212089299e12,252455407796736e11,,A,1,,,,,,,,4.092,0.002,-0.516,0.015,208980398.599,1.465,-18258.589,1.365
^{210}_{83}Bi127,83,127,Bi,5.53,0.0904,,,FALSE,433036.8,432,,B-,1,,A,1.32e-6,1.0000000000000001e-7,,,,-0.0443,1e-4,0.19,0.006,209984120.237,1.463,-14791.905,1.364
^{211}_{83}Bi128,83,128,Bi,,,,,FALSE,128.4,1.2,,A,0.99724,4e-5,B-,0.0027600000000000003,4e-5,,,,3.85,0.03,-0.7,0.3,210987268.715,5.842,-11859.116,5.442
^{212}_{83}Bi129,83,129,Bi,5.5489,0.0901,,,FALSE,3633,3.6,,B-,0.6406000000000001,6e-4,A,0.3594,6e-4,,,,0.32,0.04,0.1,0.4,211991285.03,1.989,-8117.943,1.853
^{213}_{83}Bi130,83,130,Bi,5.5586,0.09,,,FALSE,2735.4,3.6,,B-,0.9786,1e-4,A,0.021400000000000002,1e-4,,,,3.699,0.007,-0.83,0.05,212994383.57,5.455,-5231.671,5.082
^{214}_{83}Bi131,83,131,Bi,,,,,FALSE,1182.6,1.2,,B-,0.99979,1.3e-5,A,2.1e-4,1.3e-5,B-A,3e-5,,,,,,213998710.909,12.033,-1200.78,11.209
^{215}_{83}Bi132,83,132,Bi,,,,,FALSE,456,12,,B-,1,,,,,,,,,,,,215001749.095,6.037,1629.272,5.624
^{216}_{83}Bi133,83,133,Bi,,,,,FALSE,135,3,,B-,1,,,,,,,,,,,,216006305.985,12,5873.988,11.178
^{217}_{83}Bi134,83,134,Bi,,,,,FALSE,98.5,1.3,,B-,1,,,,,,,,,,,,217009372,19,8729.963,17.698
^{218}_{83}Bi135,83,135,Bi,,,,,FALSE,33,1,,B-,1,,,,,,,,,,,,218014188,29,13216.038,27.013
^{219}_{83}Bi136,83,136,Bi,,,,,FALSE,22,7,,B-,1,,,,,,,,,,,,219017520,215,16320,200
^{220}_{83}Bi137,83,137,Bi,,,,,FALSE,3e-7,,,B-,,,,,,,,,,,,,220022501,322,20960,300
^{221}_{83}Bi138,83,138,Bi,,,,,FALSE,3e-7,,,B-N,,,B-,,,,,,,,,,221025980,322,24200,300
^{222}_{83}Bi139,83,139,Bi,,,,,FALSE,3e-7,,,B-N,,,B-,,,,,,,,,,222031079,322,28950,300
^{223}_{83}Bi140,83,140,Bi,,,,,FALSE,3e-7,,,B-N,,,B-,,,,,,,,,,223034611,429,32240,400
^{224}_{83}Bi141,83,141,Bi,,,,,FALSE,,,,B-,1,,B-N,,,,,,,,,,224039796,429,37070,400
^{186}_{84}Po102,84,102,Po,,,,,FALSE,2.8e-5,1.1e-5,,A,1,,,,,,,,,,,,186004403.174,19.622,4101.531,18.278
^{187}_{84}Po103,84,103,Po,,,,,FALSE,0.0014,2.5e-4,,A,1,,,,,,,,,,,,187003031.482,35.03,2823.808,32.631
^{188}_{84}Po104,84,104,Po,,,,,FALSE,2.7e-4,3e-5,,A,1,,,,,,,,,,,,187999415.586,21.438,-544.378,19.97
^{189}_{84}Po105,84,105,Po,,,,,FALSE,0.0035,5e-4,,A,1,,,,,,,,,,,,188998473.425,23.681,-1421.996,22.059
^{190}_{84}Po106,84,106,Po,,,,,FALSE,0.00245,5e-5,,A,1,,,,,,,,,,,,189995101.731,14.131,-4562.708,13.163
^{191}_{84}Po107,84,107,Po,,,,,FALSE,0.022,0.001,,A,0.99,0.01,,,,,,,,,,,190994558.494,7.624,-5068.731,7.103
^{192}_{84}Po108,84,108,Po,5.522,0.0178,,,FALSE,0.0322,3e-4,,A,0.995,,EC+B+,0.005,,,,,,,,,191991340.274,11.416,-8066.483,10.634
^{193}_{84}Po109,84,109,Po,,,,,FALSE,0.399,0.034,,A,1,,,,,,,,,,-1.3,0.3,192991062.421,15.599,-8325.302,14.531
^{194}_{84}Po110,84,110,Po,5.5167,0.0178,,,FALSE,0.392,0.004,,A,0.93,0.07,EC+B+,0.07,0.07,,,,,,,,193988186.058,13.86,-11004.617,12.911
^{195}_{84}Po111,84,111,Po,,,,,FALSE,4.64,0.09,,A,0.94,0.04,EC+B+,0.06,0.04,,,,-0.6,0.04,-0.9,0.3,194988065.781,6.486,-11116.655,6.042
^{196}_{84}Po112,84,112,Po,5.5136,0.0178,,,FALSE,5.8,0.2,,A,0.98,,EC+B+,0.02,,,,,,,,,195985540.722,5.778,-13468.731,5.383
^{197}_{84}Po113,84,113,Po,,,,,FALSE,84,16,,EC+B+,0.56,0.07,A,0.44,0.07,,,,-0.88,0.07,-0.4,0.2,196985621.939,10.585,-13393.078,9.861
^{198}_{84}Po114,84,114,Po,5.5146,0.0178,,,FALSE,105.6,1.44,,A,0.57,0.02,EC+B+,0.43,0.02,,,,7.3,0.2,,,197983388.753,18.705,-15473.278,17.424
^{199}_{84}Po115,84,115,Po,,,,,FALSE,328.2,9,,EC+B+,0.925,0.003,A,0.075,0.003,,,,-0.91,0.07,-0.27,0.15,198983640.445,5.828,-15238.829,5.429
^{200}_{84}Po116,84,116,Po,5.5199,0.0178,,,FALSE,690.6,4.8,,EC+B+,0.889,0.003,A,0.111,0.003,,,,,,,,199981812.355,8.136,-16941.683,7.579
^{201}_{84}Po117,84,117,Po,,,,,FALSE,930,13.2,,EC+B+,0.9887,3e-4,A,0.0113,3e-4,,,,-0.98,0.07,0.1,0.1,200982263.799,5.305,-16521.166,4.942
^{202}_{84}Po118,84,118,Po,5.5281,0.0177,,,FALSE,2676,24,,EC+B+,0.9808,7.000000000000001e-4,A,0.0192,7.000000000000001e-4,,,,7.45,0.12,,,201980738.934,9.307,-17941.569,8.67
^{203}_{84}Po119,84,119,Po,,,,,FALSE,2202,30,,EC+B+,0.9989,2e-4,A,0.0011,2e-4,,,,0.74,0.05,0.17,0.1,202981416.072,4.981,-17310.819,4.64
^{204}_{84}Po120,84,120,Po,5.5378,0.0177,,,FALSE,12668.4,43.2,,EC+B+,0.9933,3e-4,A,0.0067,3e-4,,,,,,,,203980310.078,10.811,-18341.045,10.071
^{205}_{84}Po121,84,121,Po,5.5389,0.0177,,,FALSE,6264,288,,EC+B+,0.9995999999999999,1.2e-4,A,4e-4,1.2e-4,,,,0.76,0.06,,,204981190.006,10.798,-17521.398,10.059
^{206}_{84}Po122,84,122,Po,5.548,0.0177,,,FALSE,760320,8640,,EC+B+,0.9455,5e-4,A,0.0545,5e-4,,,,,,,,205980473.662,4.306,-18188.668,4.012
^{207}_{84}Po123,84,123,Po,5.5501,0.0177,,,FALSE,20880,72,,EC+B+,0.99979,2e-5,A,2.1e-4,2e-5,,,,0.79,0.06,0.28,0.03,206981593.334,7.148,-17145.7,6.659
^{208}_{84}Po124,84,124,Po,5.5584,0.0176,,,FALSE,91451971.4743676,63113.851949184,,A,0.99996,4e-6,EC+B+,4e-5,4e-6,,,,7.37,0.05,-0.9,0.04,207981246.035,1.795,-17469.207,1.672
^{209}_{84}Po125,84,125,Po,5.5628,0.0176,,,FALSE,3913058820.84941,94670777.923776,,A,0.99546,7.000000000000001e-5,EC+B+,0.00454,7.000000000000001e-5,,,,0.68,0.08,-0.39,0.08,208982430.361,1.909,-16366.015,1.778
^{210}_{84}Po126,84,126,Po,5.5704,0.0176,,,FALSE,11955686.4,172.8,,A,1,,,,,,,,5.48,0.05,,,209982873.686,1.23,-15953.06,1.146
^{211}_{84}Po127,84,127,Po,,,,,FALSE,0.516,0.003,,A,1,,,,,,,,-1.2,0.08,-0.77,0.15,210986653.171,1.347,-12432.492,1.255
^{212}_{84}Po128,84,128,Po,,,,,FALSE,2.943e-7,8e-10,,A,1,,,,,,,,,,,,211988867.982,1.237,-10369.408,1.153
^{213}_{84}Po129,84,129,Po,,,,,FALSE,3.706e-6,1e-9,,A,1,,,,,,,,,,,,212992857.154,3.277,-6653.519,3.053
^{214}_{84}Po130,84,130,Po,,,,,FALSE,1.6346e-4,4e-8,,A,1,,,,,,,,,,,,213995201.287,1.556,-4469.972,1.449
^{215}_{84}Po131,84,131,Po,,,,,FALSE,0.001781,5e-6,,A,0.9999977,2.0000000000000002e-7,B-,2.3e-6,2.0000000000000002e-7,,,,,,,,214999418.385,2.276,-541.771,2.12
^{216}_{84}Po132,84,132,Po,5.6359,0.0174,,,FALSE,0.145,0.002,,A,1,,,,,,,,,,,,216001913.416,1.948,1782.336,1.815
^{217}_{84}Po133,84,133,Po,,,,,FALSE,1.53,0.05,,A,0.95,,B-,0.05,,,,,-1.11,0.1,,,217006316.145,7.025,5883.452,6.544
^{218}_{84}Po134,84,134,Po,5.6558,0.0173,,,FALSE,185.82,0.72,,A,0.9998,2e-5,B-,2e-4,2e-5,,,,,,,,218008971.234,2.112,8356.652,1.967
^{219}_{84}Po135,84,135,Po,,,,,FALSE,620,59,,B-,0.718,0.02,A,0.282,0.02,,,,,,,,219013614,17,12681.361,15.835
^{220}_{84}Po136,84,136,Po,,,,,FALSE,3e-7,,,B-,,,,,,,,,,,,,220016386,19,15263.462,17.698
^{221}_{84}Po137,84,137,Po,,,,,FALSE,112,43,,B-,1,,,,,,,,,,,,221021228,21,19773.757,19.561
^{222}_{84}Po138,84,138,Po,,,,,FALSE,550,430,,,,,,,,,,,,,,,222024140,43,22486.268,40.054
^{223}_{84}Po139,84,139,Po,,,,,FALSE,3e-7,,,B-,,,,,,,,,,,,,223029070,210,27079,196
^{224}_{84}Po140,84,140,Po,,,,,FALSE,,,,B-,1,,,,,,,,,,,,224032110,210,29910,196
^{225}_{84}Po141,84,141,Po,,,,,FALSE,3e-7,,,B-,,,,,,,,,,,,,225037123,322,34580,300
^{226}_{84}Po142,84,142,Po,,,,,FALSE,3e-7,,,B-,,,,,,,,,,,,,226040310,430,37549,401
^{227}_{84}Po143,84,143,Po,,,,,FALSE,3e-7,,,B-,,,,,,,,,,,,,227045390,430,42281,401
^{191}_{85}At106,85,106,At,,,,,FALSE,0.0017,8e-4,,A,1,,,,,,,,,,,,191004148.081,17.287,3863.913,16.103
^{192}_{85}At107,85,107,At,,,,,FALSE,0.088,0.006,,A,1,,,,,,,,,,,,192003140.912,29.922,2925.742,27.873
^{193}_{85}At108,85,108,At,,,,,FALSE,0.028,0.0045,,A,1,,,,,,,,,,,,192999927.725,23.222,-67.323,21.632
^{194}_{85}At109,85,109,At,,,,,FALSE,0.286,0.007,,A,1,,SF+EC+B+,0.008,,EC+B+,,,,,,,193999230.816,25.23,-716.49,23.502
^{195}_{85}At110,85,110,At,,,,,FALSE,0.29,0.02,,A,1,,,,,,,,,,,,194996274.48,10.276,-3470.299,9.573
^{196}_{85}At111,85,111,At,,,,,FALSE,0.388,0.007,,A,0.951,,EC+B+,0.049,,,,,3.72,0.14,-0.6,0.4,195995799.034,32.458,-3913.175,30.235
^{197}_{85}At112,85,112,At,,,,,FALSE,0.388,0.006,,A,0.961,0.012,EC+B+,0.039,0.012,,,,,,-1.2,0.6,196993177.353,8.57,-6355.255,7.983
^{198}_{85}At113,85,113,At,,,,,FALSE,4.2,0.2,,A,0.9,0.1,EC+B+,0.1,0.1,,,,,,-0.6,0.3,197992797.864,5.265,-6708.747,4.904
^{199}_{85}At114,85,114,At,,,,,FALSE,7.03,0.15,,A,0.9,0.05,EC+B+,0.1,0.05,,,,,,-1,0.5,198990527.715,5.78,-8823.377,5.384
^{200}_{85}At115,85,115,At,,,,,FALSE,43,1,,A,0.52,0.03,EC+B+,0.48,0.03,,,,4.28,0.15,-0.5,0.5,199990351.099,26.264,-8987.894,24.465
^{201}_{85}At116,85,116,At,,,,,FALSE,87.6,1.3,,A,0.71,0.07,EC+B+,0.29,0.07,,,,4.01,0.07,-1,0.5,200988417.058,8.786,-10789.441,8.184
^{202}_{85}At117,85,117,At,,,,,FALSE,184,1,,EC+B+,0.63,0.07,A,0.37,0.07,,,,,,-0.5,0.3,201988625.686,29.631,-10595.106,27.601
^{203}_{85}At118,85,118,At,,,,,FALSE,444,12,,EC+B+,0.69,0.03,A,0.31,0.03,,,,4,0.07,-0.7,0.4,202986942.904,11.404,-12162.607,10.623
^{204}_{85}At119,85,119,At,,,,,FALSE,547.2,6.6,,EC+B+,0.9609000000000001,0.0016,A,0.0391,0.0016,,,,4.82,0.18,-0.6,0.3,203987251.393,24.335,-11875.252,22.668
^{205}_{85}At120,85,120,At,,,,,FALSE,1614,48,,EC+B+,0.9,0.02,A,0.1,0.02,,,,4.09,0.07,-0.6,0.3,204986060.546,12.941,-12984.519,12.055
^{206}_{85}At121,85,121,At,,,,,FALSE,1836,48,,EC+B+,0.991,8e-4,A,0.009000000000000001,8e-4,,,,4.37,0.17,-0.4,0.2,205986645.768,14.523,-12439.388,13.529
^{207}_{85}At122,85,122,At,,,,,FALSE,6516,108,,EC+B+,0.914,0.01,A,0.086,0.01,,,,4.13,0.07,-0.5,0.3,206985799.715,13.318,-13227.482,12.406
^{208}_{85}At123,85,123,At,,,,,FALSE,5868,108,,EC+B+,0.9945,6e-4,A,0.0055000000000000005,6e-4,,,,4.46,0.18,-0.4,0.3,207986613.011,9.577,-12469.901,8.921
^{209}_{85}At124,85,124,At,,,,,FALSE,19512,180,,EC+B+,0.9590000000000001,0.005,A,0.040999999999999995,0.005,,,,4.12,0.07,-0.4,0.2,208986168.701,5.094,-12883.773,4.745
^{210}_{85}At125,85,125,At,,,,,FALSE,29160,1440,,EC+B+,0.9982500000000001,2e-4,A,0.0017499999999999998,2e-4,,,,4.72,0.16,-0.4,0.2,209987147.423,8.261,-11972.099,7.695
^{211}_{85}At126,85,126,At,,,,,FALSE,25970.4,25.2,,EC,0.5820000000000001,8e-4,A,0.418,8e-4,,,,4.14,0.04,,,210987496.226,2.929,-11647.191,2.729
^{212}_{85}At127,85,127,At,,,,,FALSE,0.314,0.003,,A,1,,,,,,,,,,,,211990737.301,2.559,-8628.149,2.385
^{213}_{85}At128,85,128,At,,,,,FALSE,1.25e-7,6e-9,,A,1,,,,,,,,,,,,212992936.593,5.258,-6579.522,4.898
^{214}_{85}At129,85,129,At,,,,,FALSE,5.58e-7,1e-8,,A,1,,,,,,,,,,,,213996372.331,4.274,-3379.151,3.982
^{215}_{85}At130,85,130,At,,,,,FALSE,1e-4,2e-5,,A,1,,,,,,,,,,,,214998651.002,7.116,-1256.583,6.629
^{216}_{85}At131,85,131,At,,,,,FALSE,3e-4,3e-5,,A,1,,B-,6e-5,,EC,3e-9,,,,,,216002422.643,3.837,2256.678,3.575
^{217}_{85}At132,85,132,At,,,,,FALSE,0.0326,3e-4,,A,0.99993,3e-5,B-,7.000000000000001e-5,3e-5,,,,3.8,0.2,-1.4,0.08,217004717.794,5.368,4394.598,5.001
^{218}_{85}At133,85,133,At,,,,,FALSE,1.28,0.06,,A,0.9995,5e-4,B-,5e-4,5e-4,,,,,,0.6,0.4,218008695.941,12.349,8100.218,11.503
^{219}_{85}At134,85,134,At,,,,,FALSE,56,4,,A,0.9359999999999999,0.01,B-,0.064,0.01,,,,,,-1.17,0.06,219011160.587,3.474,10396.021,3.237
^{220}_{85}At135,85,135,At,,,,,FALSE,222.6,2.4,,B-,0.92,0.02,A,0.08,0.02,,,,,,,,220015433,15,14375.748,13.972
^{221}_{85}At136,85,136,At,,,,,FALSE,138,12,,B-,1,,,,,,,,,,,,221018017,15,16782.729,13.972
^{222}_{85}At137,85,137,At,,,,,FALSE,54,10,,B-,1,,,,,,,,,,,,222022494,17,20953.028,15.835
^{223}_{85}At138,85,138,At,,,,,FALSE,50,7,,B-,1,,,,,,,,,,,,223025151,15,23428.008,13.972
^{224}_{85}At139,85,139,At,,,,,FALSE,78,81,,B-,,,,,,,,,,,,,224029749,24,27711.018,22.356
^{225}_{85}At140,85,140,At,,,,,FALSE,3e-7,,,B-,,,,,,,,,,,,,225032528,322,30300,300
^{226}_{85}At141,85,141,At,,,,,FALSE,3e-7,,,B-,,,,,,,,,,,,,226037209,322,34660,300
^{227}_{85}At142,85,142,At,,,,,FALSE,3e-7,,,B-,,,B-N,,,,,,,,,,227040183,322,37430,300
^{228}_{85}At143,85,143,At,,,,,FALSE,3e-7,,,B-,,,,,,,,,,,,,228044960,429,41880,400
^{229}_{85}At144,85,144,At,,,,,FALSE,3e-7,,,B-N,,,B-,,,,,,,,,,229048191,429,44890,400
^{193}_{86}Rn107,86,107,Rn,,,,,FALSE,0.00115,2.7e-4,,A,1,,,,,,,,,,,,193009707.973,26.958,9042.92,25.112
^{194}_{86}Rn108,86,108,Rn,,,,,FALSE,7.8e-4,1.6e-4,,A,1,,,,,,,,,,,,194006145.636,17.884,5724.624,16.659
^{195}_{86}Rn109,86,109,Rn,,,,,FALSE,0.006,0.0025,,A,1,,,,,,,,,,,,195005421.703,55.487,5050.285,51.686
^{196}_{86}Rn110,86,110,Rn,,,,,FALSE,0.0044,0.0011,,A,0.9990000000000001,0.002,EC+B+,6e-4,,,,,,,,,196002120.431,15.087,1975.169,14.054
^{197}_{86}Rn111,86,111,Rn,,,,,FALSE,0.065,0.0195,,A,1,,,,,,,,,,,,197001621.446,17.383,1510.368,16.193
^{198}_{86}Rn112,86,112,Rn,,,,,FALSE,0.065,0.003,,EC+B+,,,A,,,,,,,,,,197998679.197,14.406,-1230.32,13.42
^{199}_{86}Rn113,86,113,Rn,,,,,FALSE,0.59,0.03,,A,0.94,,EC+B+,0.06,,,,,,,,,198998325.436,7.833,-1559.846,7.297
^{200}_{86}Rn114,86,114,Rn,,,,,FALSE,1.03,0.155,,A,0.86,,EC+B+,0.14,,,,,,,,,199995705.335,6.217,-4000.454,5.792
^{201}_{86}Rn115,86,115,Rn,,,,,FALSE,7,0.4,,EC+B+,,,A,,,,,,,,,,200995590.511,10.865,-4107.413,10.121
^{202}_{86}Rn116,86,116,Rn,5.5521,0.0181,,,FALSE,9.7,0.1,,A,0.78,0.08,EC+B+,0.22,0.08,,,,,,,,201993263.982,18.808,-6274.561,17.52
^{203}_{86}Rn117,86,117,Rn,,,,,FALSE,44.2,1.6,,A,0.66,0.09,EC+B+,0.34,0.09,,,,-0.9555,0.0018,1.28,0.13,202993361.155,6.242,-6184.045,5.815
^{204}_{86}Rn118,86,118,Rn,5.5568,0.018,,,FALSE,74.5,1.4,,A,0.7240000000000001,0.009000000000000001,EC+B+,0.276,0.009000000000000001,,,,,,,,203991443.729,7.991,-7970.115,7.444
^{205}_{86}Rn119,86,119,Rn,5.5569,0.018,,,FALSE,170,4,,EC+B+,0.754,0.009000000000000001,A,0.24600000000000002,0.009000000000000001,,,,0.798,0.0016,0.062,0.006,204991723.228,5.453,-7709.764,5.08
^{206}_{86}Rn120,86,120,Rn,5.564,0.0178,,,FALSE,340.2,10.2,,A,0.62,0.03,EC+B+,0.38,0.03,,,,6.6,0.4,,,205990195.409,9.223,-9132.918,8.591
^{207}_{86}Rn121,86,121,Rn,5.5652,0.0178,,,FALSE,555,10.2,,EC+B+,0.79,0.03,A,0.21,0.03,,,,0.8124,0.0016,0.22,0.02,206990730.224,5.09,-8634.742,4.742
^{208}_{86}Rn122,86,122,Rn,5.5725,0.0177,,,FALSE,1461,8.4,,A,0.62,0.07,EC+B+,0.38,0.07,,,,,,,,207989634.513,10.91,-9655.389,10.163
^{209}_{86}Rn123,86,123,Rn,5.5743,0.0177,,,FALSE,1728,60,,EC+B+,0.83,0.02,A,0.17,0.02,,,,0.8348,0.0012,0.31,0.03,208990401.389,10.692,-8941.049,9.96
^{210}_{86}Rn124,86,124,Rn,5.5813,0.0177,,,FALSE,8640,360,,A,0.96,0.01,EC+B+,0.04,0.01,,,,12.16,0.11,,,209989688.862,4.892,-9604.764,4.557
^{211}_{86}Rn125,86,125,Rn,5.585,0.0176,,,FALSE,52560,720,,EC,0.726,0.017,A,0.27399999999999997,0.017,,,,0.5984,0.0012,,,210990600.767,7.314,-8755.33,6.813
^{212}_{86}Rn126,86,126,Rn,5.5915,0.0176,,,FALSE,1434,72,,A,1,,,,,,,,15,0.4,,,211990703.946,3.338,-8659.219,3.11
^{213}_{86}Rn127,86,127,Rn,,,,,FALSE,0.0194,2e-4,,A,1,,,,,,,,9.86,0.08,,,212993885.147,3.618,-5695.949,3.37
^{214}_{86}Rn128,86,128,Rn,,,,,FALSE,2.59e-7,3e-9,,A,1,,,,,,,,,,,,213995362.65,9.862,-4319.664,9.187
^{215}_{86}Rn129,86,129,Rn,,,,,FALSE,2.3e-6,1e-7,,A,1,,,,,,,,,,,,214998745.037,6.538,-1168.99,6.09
^{216}_{86}Rn130,86,130,Rn,,,,,FALSE,4.5e-5,5e-6,,A,1,,,,,,,,,,,,216000271.942,6.192,253.312,5.768
^{217}_{86}Rn131,86,131,Rn,,,,,FALSE,5.4e-4,5e-5,,A,1,,,,,,,,,,,,217003927.632,4.506,3658.566,4.198
^{218}_{86}Rn132,86,132,Rn,5.654,0.0187,,,FALSE,0.03375,1.5e-4,,A,1,,,,,,,,,,,,218005601.123,2.486,5217.413,2.316
^{219}_{86}Rn133,86,133,Rn,5.6648,0.0191,,,FALSE,3.96,0.01,,A,1,,,,,,,,-0.4399,0.0012,1.15,0.12,219009478.683,2.254,8829.337,2.1
^{220}_{86}Rn134,86,134,Rn,5.6731,0.0194,,,FALSE,55.6,0.1,,A,1,,,,,,,,,,,,220011392.443,1.947,10611.994,1.814
^{221}_{86}Rn135,86,135,Rn,5.6834,0.0199,,,FALSE,1500,120,,B-,0.78,0.01,A,0.22,0.01,,,,-0.0201,6e-4,-0.47,0.05,221015535.637,6.134,14471.354,5.714
^{222}_{86}Rn136,86,136,Rn,5.6915,0.0203,,,FALSE,330350.4,25.92,,A,1,,,,,,,,0.92,0.14,,,222017576.017,2.086,16371.957,1.944
^{223}_{86}Rn137,86,137,Rn,,,,,FALSE,1458,24,,B-,1,,,,,,,,-0.772,0.008,0.8,0.08,223021889.283,8.397,20389.738,7.822
^{224}_{86}Rn138,86,138,Rn,,,,,FALSE,6420,180,,B-,1,,,,,,,,,,,,224024095.803,10.536,22445.098,9.814
^{225}_{86}Rn139,86,139,Rn,,,,,FALSE,279.6,2.4,,B-,1,,,,,,,,-0.693,0.008,0.84,0.08,225028485.572,11.958,26534.143,11.14
^{226}_{86}Rn140,86,140,Rn,,,,,FALSE,444,6,,B-,1,,,,,,,,,,,,226030861.38,11.247,28747.194,10.477
^{227}_{86}Rn141,86,141,Rn,,,,,FALSE,20.2,0.4,,B-,1,,,,,,,,,,,,227035304.393,15.127,32885.835,14.091
^{228}_{86}Rn142,86,142,Rn,,,,,FALSE,65,2,,B-,1,,,,,,,,,,,,228037835.415,18.977,35243.466,17.677
^{229}_{86}Rn143,86,143,Rn,,,,,FALSE,12,1.25,,B-,1,,,,,,,,,,,,229042257.272,14,39362.4,13.041
^{230}_{86}Rn144,86,144,Rn,,,,,FALSE,,,,,,,,,,,,,,,,,230045271,215,42170,200
^{231}_{86}Rn145,86,145,Rn,,,,,FALSE,,,,B-,1,,,,,,,,,,,,231049973,322,46550,300
